# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
    6    48       0.52353225       3.97241798       2.23977771
    6    49       0.52353225       4.05432351       2.22571320
    7     0       0.60407567       0.04095276       2.04650282
    7     1       0.60407567       0.12285829       2.05347757
    7     2       0.60407567       0.20476381       2.07387038
    7     3       0.60407567       0.28666934       2.10591418
    7     4       0.60407567       0.36857486       2.14693848
    7     5       0.60407567       0.45048039       2.19369605
    7     6       0.60407567       0.53238592       2.24227410
    7     7       0.60407567       0.61429144       2.28886357
    7     8       0.60407567       0.69619697       2.32915029
    7     9       0.60407567       0.77810249       2.35949625
    7    10       0.60407567       0.86000802       2.37625138
    7    11       0.60407567       0.94191354       2.37620995
    7    12       0.60407567       1.02381907       2.35627037
    7    13       0.60407567       1.10572459       2.31325387
    7    14       0.60407567       1.18763012       2.24478034
    7    15       0.60407567       1.26953564       2.14900519
    7    16       0.60407567       1.35144117       2.02446415
    7    17       0.60407567       1.43334669       1.87141753
    7    18       0.60407567       1.51525222       1.69209754
    7    19       0.60407567       1.59715775       1.49178985
    7    20       0.60407567       1.67906327       1.28015738
    7    21       0.60407567       1.76096880       1.07039303
    7    22       0.60407567       1.84287432       0.87923368
    7    23       0.60407567       1.92477985       0.72478223
    7    24       0.60407567       2.00668537       0.62407156
    7    25       0.60407567       2.08859090       0.58902323
    7    26       0.60407567       2.17049642       0.62407043
    7    27       0.60407567       2.25240195       0.72478016
    7    28       0.60407567       2.33430747       0.87923102
    7    29       0.60407567       2.41621300       1.07039014
    7    30       0.60407567       2.49811853       1.28015463
    7    31       0.60407567       2.58002405       1.49178749
    7    32       0.60407567       2.66192958       1.69209574
    7    33       0.60407567       2.74383510       1.87141635
    7    34       0.60407567       2.82574063       2.02446354
    7    35       0.60407567       2.90764615       2.14900508
    7    36       0.60407567       2.98955168       2.24478070
    7    37       0.60407567       3.07145720       2.31325461
    7    38       0.60407567       3.15336273       2.35627142
    7    39       0.60407567       3.23526825       2.37621124
    7    40       0.60407567       3.31717378       2.37625283
    7    41       0.60407567       3.39907931       2.35949781
    7    42       0.60407567       3.48098483       2.32915195
    7    43       0.60407567       3.56289036       2.28886525
    7    44       0.60407567       3.64479588       2.24227574
    7    45       0.60407567       3.72670141       2.19369758
