# Planar electrostatic potential
# plane = xy
# average_normal = 1
# normal_axis = z, normal_index = -1
# coord_mode = cartesian
# ia   ib   coord1(Angstrom)   coord2(Angstrom)   V(eV)
    7    35       2.07529162       2.52677691       2.25423976
    7    36       2.11638752       2.59795496       2.20390824
    7    37       2.15748343       2.66913300       2.10981778
    7    38       2.19857933       2.74031105       1.97474891
    7    39       2.23967524       2.81148909       1.80037416
    7    40       2.28077114       2.88266713       1.59369531
    7    41       2.32186705       2.95384518       1.36687352
    7    42       2.36296295       3.02502322       1.13428980
    7    43       2.40405886       3.09620127       0.91211570
    7    44       2.44515476       3.16737931       0.72005030
    7    45       2.48625067       3.23855736       0.57790107
    7    46       2.52734657       3.30973540       0.50222578
    7    47       2.56844248       3.38091344       0.50213689
    7    48       2.60953838       3.45209149       0.57764405
    7    49       2.65063429       3.52326953       0.71965052
    8     0       0.71911987       0.03553954       1.31171441
    8     1       0.76021577       0.10671759       1.49719965
    8     2       0.80131168       0.17789563       1.68484091
    8     3       0.84240758       0.24907368       1.86003318
    8     4       0.88350349       0.32025172       2.01088232
    8     5       0.92459939       0.39142977       2.12958662
    8     6       0.96569530       0.46260781       2.21191468
    8     7       1.00679120       0.53378585       2.25371543
    8     8       1.04788711       0.60496390       2.25328688
    8     9       1.08898301       0.67614194       2.20993525
    8    10       1.13007892       0.74731999       2.12224582
    8    11       1.17117482       0.81849803       1.98790903
    8    12       1.21227073       0.88967607       1.80268758
    8    13       1.25336663       0.96085412       1.56749587
    8    14       1.29446254       1.03203216       1.28335423
    8    15       1.33555844       1.10321021       0.95730008
    8    16       1.37665435       1.17438825       0.61489693
    8    17       1.41775025       1.24556630       0.28761387
    8    18       1.45884616       1.31674434       0.00075484
    8    19       1.49994206       1.38792238      -0.22407484
    8    20       1.54103797       1.45910043      -0.36775568
    8    21       1.58213387       1.53027847      -0.41717180
    8    22       1.62322978       1.60145652      -0.36748341
    8    23       1.66432568       1.67263456      -0.22355446
    8    24       1.70542159       1.74381261       0.00148158
    8    25       1.74651750       1.81499065       0.28849479
    8    26       1.78761340       1.88616869       0.61587530
    8    27       1.82870931       1.95734674       0.95830517
    8    28       1.86980521       2.02852478       1.28430843
    8    29       1.91090112       2.09970283       1.56836449
    8    30       1.95199702       2.17088087       1.80347356
    8    31       1.99309293       2.24205892       1.98860865
    8    32       2.03418883       2.31323696       2.12286812
    8    33       2.07528474       2.38441500       2.21050053
    8    34       2.11638064       2.45559305       2.25381880
    8    35       2.15747655       2.52677109       2.25424025
    8    36       2.19857245       2.59794914       2.21244411
    8    37       2.23966836       2.66912718       2.13012770
    8    38       2.28076426       2.74030522       2.01143487
    8    39       2.32186017       2.81148327       1.86059814
    8    40       2.36295607       2.88266131       1.68540555
    8    41       2.40405198       2.95383936       1.49774030
    8    42       2.44514788       3.02501740       1.31220257
    8    43       2.48624379       3.09619545       1.14407447
    8    44       2.52733969       3.16737349       1.00875091
    8    45       2.56843560       3.23855153       0.92078424
    8    46       2.60953150       3.30972958       0.89026459
    8    47       2.65062741       3.38090762       0.92063052
    8    48       2.69172331       3.45208567       1.00845801
    8    49       2.73281922       3.52326371       1.14366880
    9     0       0.80130480       0.03553372       1.65164204
    9     1       0.84240070       0.10671177       1.80025717
    9     2       0.88349661       0.17788981       1.94272422
    9     3       0.92459251       0.24906786       2.06816560
    9     4       0.96568842       0.32024590       2.16817113
    9     5       1.00678432       0.39142394       2.23698350
    9     6       1.04788023       0.46260199       2.26868770
    9     7       1.08897613       0.53378003       2.26053005
    9     8       1.13007204       0.60495808       2.20993819
    9     9       1.17116794       0.67613612       2.11306904
    9    10       1.21226385       0.74731417       1.96469905
    9    11       1.25335975       0.81849221       1.75818764
    9    12       1.29445566       0.88967025       1.49125160
    9    13       1.33555156       0.96084830       1.15933049
    9    14       1.37664747       1.03202634       0.77078415
    9    15       1.41774337       1.10320439       0.35796198
    9    16       1.45883928       1.17438243      -0.04761488
    9    17       1.49993518       1.24556048      -0.42079464
    9    18       1.54103109       1.31673852      -0.73408507
    9    19       1.58212700       1.38791656      -0.96053108
    9    20       1.62322290       1.45909461      -1.07917419
    9    21       1.66431881       1.53027265      -1.07901829
    9    22       1.70541471       1.60145070      -0.96007783
    9    23       1.74651062       1.67262874      -0.73337392
    9    24       1.78760652       1.74380678      -0.41988475
    9    25       1.82870243       1.81498483      -0.04657324
    9    26       1.86979833       1.88616287       0.35907420
    9    27       1.91089424       1.95734092       0.77190488
    9    28       1.95199014       2.02851896       1.16037764
    9    29       1.99308605       2.09969701       1.49217727
    9    30       2.03418195       2.17087505       1.75900382
    9    31       2.07527786       2.24205309       1.96541351
    9    32       2.11637376       2.31323114       2.11369554
    9    33       2.15746967       2.38440918       2.21049970
    9    34       2.19856557       2.45558723       2.26105265
    9    35       2.23966148       2.52676527       2.26919821
    9    36       2.28075738       2.59794332       2.23749382
    9    37       2.32185329       2.66912136       2.16868418
    9    38       2.36294919       2.74029940       2.06867863
    9    39       2.40404510       2.81147745       1.94323633
    9    40       2.44514100       2.88265549       1.80075494
    9    41       2.48623691       2.95383354       1.65210286
    9    42       2.52733281       3.02501158       1.51061876
    9    43       2.56842872       3.09618963       1.38925032
    9    44       2.60952462       3.16736767       1.30045341
    9    45       2.65062053       3.23854571       1.25330515
    9    46       2.69171643       3.30972376       1.25323757
    9    47       2.73281234       3.38090180       1.30025756
    9    48       2.77390824       3.45207985       1.38894246
    9    49       2.81500415       3.52325789       1.51022054
   10     0       0.88348973       0.03552790       1.92910886
   10     1       0.92458563       0.10670595       2.03994615
   10     2       0.96568154       0.17788399       2.14017949
   10     3       1.00677744       0.24906203       2.22127352
   10     4       1.04787335       0.32024008       2.27577617
   10     5       1.08896925       0.39141812       2.29731900
   10     6       1.13006516       0.46259617       2.28177424
   10     7       1.17116106       0.53377421       2.22547320
   10     8       1.21225697       0.60495226       2.12225549
   10     9       1.25335287       0.67613030       1.96470577
   10    10       1.29444878       0.74730834       1.74284129
   10    11       1.33554468       0.81848639       1.45101978
   10    12       1.37664059       0.88966443       1.07923427
   10    13       1.41773650       0.96084248       0.63613722
   10    14       1.45883240       1.03202052       0.15759791
   10    15       1.49992831       1.10319857      -0.32746684
   10    16       1.54102421       1.17437661      -0.79303798
   10    17       1.58212012       1.24555465      -1.20504150
   10    18       1.62321602       1.31673270      -1.53073226
   10    19       1.66431193       1.38791074      -1.74126005
   10    20       1.70540783       1.45908879      -1.81420556
   10    21       1.74650374       1.53026683      -1.74091356
   10    22       1.78759964       1.60144488      -1.53007704
   10    23       1.82869555       1.67262292      -1.20413873
   10    24       1.86979145       1.74380096      -0.79195707
   10    25       1.91088736       1.81497901      -0.32628474
   10    26       1.95198326       1.88615705       0.15881137
   10    27       1.99307917       1.95733510       0.63733203
   10    28       2.03417507       2.02851314       1.08033289
   10    29       2.07527098       2.09969118       1.45196879
   10    30       2.11636688       2.17086923       1.74366084
   10    31       2.15746279       2.24204727       1.96541152
   10    32       2.19855869       2.31322532       2.12286530
   10    33       2.23965460       2.38440336       2.22601479
   10    34       2.28075050       2.45558141       2.28227416
   10    35       2.32184641       2.52675945       2.29780131
   10    36       2.36294231       2.59793749       2.27625023
   10    37       2.40403822       2.66911554       2.22174407
   10    38       2.44513412       2.74029358       2.14064075
   10    39       2.48623003       2.81147163       2.04039331
   10    40       2.52732593       2.88264967       1.92952970
   10    41       2.56842184       2.95382772       1.81711134
   10    42       2.60951774       3.02500576       1.71426033
   10    43       2.65061365       3.09618380       1.63142112
