frequency_cm-1,normalized_intensity
1.120614596670934588e+03,1.204819277108433798e-02
1.122663252240716929e+03,1.204819277108433798e-02
1.124711907810499270e+03,1.204819277108433798e-02
1.126760563380281610e+03,1.204819277108433798e-02
1.128809218950063951e+03,1.204819277108433798e-02
1.130857874519846291e+03,1.204819277108433798e-02
1.132906530089628632e+03,1.204819277108433798e-02
1.134955185659410972e+03,1.204819277108433798e-02
1.137003841229193313e+03,1.204819277108433798e-02
1.139052496798975653e+03,1.204819277108433798e-02
1.141101152368757994e+03,1.204819277108433798e-02
1.143149807938540334e+03,1.204819277108433798e-02
1.145198463508322675e+03,1.204819277108433798e-02
1.147247119078105015e+03,1.204819277108433798e-02
1.149295774647887356e+03,1.204819277108433798e-02
1.151344430217669697e+03,1.204819277108433798e-02
1.153393085787452037e+03,1.204819277108433798e-02
1.155441741357234378e+03,1.204819277108433798e-02
1.157490396927016718e+03,1.204819277108433798e-02
1.159539052496799059e+03,1.204819277108433798e-02
1.161587708066581399e+03,1.204819277108433798e-02
1.163636363636363740e+03,1.204819277108433798e-02
1.165685019206146080e+03,1.204819277108433798e-02
1.167733674775928193e+03,1.204819277108433798e-02
1.169782330345710534e+03,1.204819277108433798e-02
1.171830985915492874e+03,1.204819277108433798e-02
1.173879641485275215e+03,1.204819277108433798e-02
1.175928297055057556e+03,1.204819277108433798e-02
1.177976952624839896e+03,1.204819277108433798e-02
1.180025608194622237e+03,1.204819277108433798e-02
1.182074263764404577e+03,1.204819277108433798e-02
1.184122919334186918e+03,1.204819277108433798e-02
1.186171574903969258e+03,1.204819277108433798e-02
1.188220230473751599e+03,1.204819277108433798e-02
1.190268886043533939e+03,1.204819277108433798e-02
1.192317541613316280e+03,1.204819277108433798e-02
1.194366197183098620e+03,1.204819277108433798e-02
1.196414852752880961e+03,1.204819277108433798e-02
1.198463508322663301e+03,1.204819277108433798e-02
1.200512163892445642e+03,1.204819277108433798e-02
1.202560819462227983e+03,1.204819277108433798e-02
